"county","state","party","zagęszczenie_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Chippewa,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Trimble,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Grady,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Cherokee,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Clinton,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Perry,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Dinwiddie,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Walker,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Mecosta,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Greene,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Madison,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Pettis,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Washington,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Schuyler,New York,Republican,"50 - 100",3062258,1654761,Republikanie
King William,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Callaway,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Gallatin,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Kay,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Lawrence,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Miller,Arkansas,Democrat,"50 - 100",3062258,1654761,Republikanie
Tattnall,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Acadia,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Johnson,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Greene,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Hardin,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Letcher,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Columbia,Florida,Republican,"50 - 100",3062258,1654761,Republikanie
Dunklin,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Gladwin,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Carter,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Warren,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Jennings,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Mineral,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Pontotoc,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Carter,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Crawford,Pennsylvania,Republican,"50 - 100",3062258,1654761,Republikanie
Russell,Alabama,Republican,"50 - 100",3062258,1654761,Republikanie
Beaufort,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Yancey,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Schuyler,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Defiance,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Rusk,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Fluvanna,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Johnson,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Crawford,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Lincoln,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Lincoln,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Transylvania,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Lafayette,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Union,Florida,Republican,"50 - 100",3062258,1654761,Republikanie
Jersey,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Harrison,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Carroll,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Pierce,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Montgomery,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Fannin,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Henry,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Rockcastle,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Macon,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Lincoln,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Weld,Colorado,Democrat,"50 - 100",3062258,1654761,Republikanie
Chesterfield,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
McDonough,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Decatur,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Acadia,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Madison,Nebraska,Democrat,"50 - 100",3062258,1654761,Republikanie
Northumberland,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Towns,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Darke,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Franklin,Washington,Republican,"50 - 100",3062258,1654761,Republikanie
Augusta,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Polk,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Bedford,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Walker,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Rapides,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Nacogdoches,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Henry,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Clare,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Jefferson,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Ottawa,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Gadsden,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
Dare,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Westmoreland,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Sequoyah,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Wilson,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Stone,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Jackson,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Yakima,Washington,Democrat,"50 - 100",3062258,1654761,Republikanie
Posey,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Dodge,Nebraska,Republican,"50 - 100",3062258,1654761,Republikanie
Rockingham,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Warren,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Randolph,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Louisa,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Washington,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Perry,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Colquitt,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Aransas,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Randolph,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Rapides,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Chilton,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Preble,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Putnam,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Clarendon,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Pike,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Marion,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Chowan,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Meigs,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Webster,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Blackford,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Montcalm,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Pottawattamie,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Putnam,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Pulaski,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
White,Arkansas,Republican,"50 - 100",3062258,1654761,Republikanie
Chatham,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Greene,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Oceana,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Madison,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Orangeburg,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Putnam,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Beaufort,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Vermilion,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Cache,Utah,Republican,"50 - 100",3062258,1654761,Republikanie
Franklin,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Abbeville,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Trousdale,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Pope,Arkansas,Republican,"50 - 100",3062258,1654761,Republikanie
Jefferson,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
LaGrange,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Saline,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Valencia,New Mexico,Republican,"50 - 100",3062258,1654761,Republikanie
Henry,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Overton,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Estill,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Yates,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Columbus,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Caswell,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Tipton,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Stephenson,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Prentiss,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Mason,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Marion,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Thomas,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Webster,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Johnson,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Lafourche,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Waupaca,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Aransas,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Champaign,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Franklin,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Page,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Bedford,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Overton,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Pleasants,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Butler,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Colquitt,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Knox,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
DeKalb,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Perry,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Wyandot,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Clarke,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Terrebonne,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Pope,Arkansas,Democrat,"50 - 100",3062258,1654761,Republikanie
Warren,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Prince Edward,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Jefferson,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Montcalm,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Russell,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Meade,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
White,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Bastrop,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Harrison,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Smith,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Avery,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Columbia,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
Rockcastle,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
St. Mary,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Wapello,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Dubois,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Whitley,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Wabash,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Upson,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Logan,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Tom Green,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Kershaw,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Northampton,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Pleasants,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Deschutes,Oregon,Democrat,"50 - 100",3062258,1654761,Republikanie
Charlevoix,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Sauk,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
LaRue,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Alcorn,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Henderson,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Highland,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Morrow,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Madera,California,Democrat,"50 - 100",3062258,1654761,Republikanie
Perry,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Union,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Columbus,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
McDuffie,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Dade,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Carroll,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Mississippi,Arkansas,Democrat,"50 - 100",3062258,1654761,Republikanie
Pike,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Lanier,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Williams,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Warren,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Muscatine,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Jefferson,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Gallatin,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Jackson,Oregon,Republican,"50 - 100",3062258,1654761,Republikanie
Cortland,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Bleckley,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Kewaunee,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Edgefield,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Effingham,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Webb,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Morgan,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Pittsylvania,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Clay,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Montgomery,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Coffee,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Franklin,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Warren,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Dyer,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Washington,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Wells,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Callaway,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Morgan,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Lamar,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Banks,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Pulaski,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Harrison,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Greene,Arkansas,Republican,"50 - 100",3062258,1654761,Republikanie
Leflore,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Dillon,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Cowlitz,Washington,Republican,"50 - 100",3062258,1654761,Republikanie
Hocking,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Madera,California,Republican,"50 - 100",3062258,1654761,Republikanie
Titus,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Clearfield,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Autauga,Alabama,Republican,"50 - 100",3062258,1654761,Republikanie
Dyer,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Portage,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Okeechobee,Florida,Republican,"50 - 100",3062258,1654761,Republikanie
Ogle,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Amador,California,Democrat,"50 - 100",3062258,1654761,Republikanie
Upshur,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Bremer,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Upshur,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Gibson,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Dare,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Liberty,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Lamar,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Pierce,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Lincoln,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Kent,Maryland,Democrat,"50 - 100",3062258,1654761,Republikanie
Gibson,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Marshall,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Adams,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Adams,Nebraska,Republican,"50 - 100",3062258,1654761,Republikanie
Chambers,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Wapello,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
San Patricio,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Dunn,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Madison,Nebraska,Republican,"50 - 100",3062258,1654761,Republikanie
Leelanau,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Cerro Gordo,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Hot Spring,Arkansas,Democrat,"50 - 100",3062258,1654761,Republikanie
Wyoming,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Shenandoah,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Mineral,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Obion,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Delaware,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Perry,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Fannin,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Branch,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Taney,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Titus,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Spencer,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Perquimans,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
McClain,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Jasper,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Currituck,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
St. Mary,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Harris,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Marshall,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Clinton,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Pike,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Marion,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Ashe,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Meade,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Charlevoix,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Suwannee,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
Lauderdale,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Morrow,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Morris,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Jasper,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Fayette,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Hardin,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Wood,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Chester,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Pulaski,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Marathon,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Okeechobee,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
Knox,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Huntingdon,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Putnam,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Randolph,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Bourbon,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Wyoming,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Marion,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
King William,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Mitchell,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Lonoke,Arkansas,Democrat,"50 - 100",3062258,1654761,Republikanie
Ripley,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Josephine,Oregon,Republican,"50 - 100",3062258,1654761,Republikanie
Harrison,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Fulton,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Pender,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Newton,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Dodge,Nebraska,Democrat,"50 - 100",3062258,1654761,Republikanie
Richmond,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Lauderdale,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Mercer,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Duplin,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Waupaca,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Caroline,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Jackson,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Pender,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Dorchester,Maryland,Republican,"50 - 100",3062258,1654761,Republikanie
Walker,Alabama,Republican,"50 - 100",3062258,1654761,Republikanie
Starke,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Gratiot,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Knox,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
St. Landry,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Mason,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Trimble,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Dade,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Washington,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Lafayette,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Pike,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Daviess,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Tazewell,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Lancaster,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Panola,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Marion,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Franklin,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Washington,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Clinton,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Chester,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Jackson,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Halifax,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Union,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Lawrence,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Spencer,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Sequoyah,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Pittsylvania,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Dale,Alabama,Republican,"50 - 100",3062258,1654761,Republikanie
Creek,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Taylor,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Lincoln,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Marlboro,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Grenada,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Benzie,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Alpena,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Emmet,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Smyth,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Camden,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Harrison,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Lamar,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Macoupin,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Morgan,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Jones,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Prince Edward,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Massac,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Franklin,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Jackson,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
St. Martin,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Ottawa,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Wakulla,Florida,Republican,"50 - 100",3062258,1654761,Republikanie
Marlboro,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
LaGrange,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Jasper,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Henry,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Whatcom,Washington,Democrat,"50 - 100",3062258,1654761,Republikanie
Wayne,Pennsylvania,Republican,"50 - 100",3062258,1654761,Republikanie
