"county","state","party","procent_wiek_średni","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Erie,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Benton,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jeff Davis,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Macon,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Smith,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Mason,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Henry,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Richland,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Rush,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ashland,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Smith,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Auglaize,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Danville,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Okmulgee,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Union,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Venango,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clearwater,Idaho,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Chenango,New York,Republican,"58 - 60 %",3893375,1958601,Republikanie
Choctaw,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Moore,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Trinity,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Henderson,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Brown,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
White,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Waupaca,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Plumas,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sanborn,South Dakota,Republican,"58 - 60 %",3893375,1958601,Republikanie
Saluda,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greene,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Taney,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wilkinson,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Russell,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Kenedy,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Swain,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
LeFlore,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Austin,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Polk,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Metcalfe,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Delta,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Union,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Terry,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tippah,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Benton,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tulare,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Okeechobee,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crane,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Rhea,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clay,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cass,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jeff Davis,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lewis,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wharton,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wayne,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Osage,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Warrick,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pike,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shackelford,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Decatur,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Crittenden,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hockley,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Merced,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Madison,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Robertson,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Muscatine,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cumberland,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Madison,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Terry,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Des Moines,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clinton,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pontotoc,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lenoir,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Plumas,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tazewell,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Holmes,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ritchie,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lawrence,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Red Willow,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jasper,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Gray,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Madison,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Perry,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Alpena,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tazewell,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lafayette,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Richland,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lawrence,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sharkey,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stoddard,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Woodford,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Humphreys,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clarke,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Winnebago,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jones,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Victoria,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jones,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Craig,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Yalobusha,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tyler,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Stephens,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Reagan,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Evans,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lebanon,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Oconee,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Gray,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Benton,Washington,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Haskell,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wexford,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Glasscock,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Webster,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Covington,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mississippi,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clay,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Campbell,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ashland,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Dallas,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
San Patricio,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Haralson,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Switzerland,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cullman,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lake,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Waushara,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Washington,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Johnson,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Burke,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hamblen,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Texas,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cass,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Perry,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Braxton,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jasper,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
St. Landry,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Overton,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Colquitt,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pulaski,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Dixie,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Liberty,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sully,South Dakota,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greene,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Trempealeau,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hart,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
DeSoto,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Winnebago,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Noble,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ray,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pike,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clare,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shelby,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fallon,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bryan,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bath,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Johnson,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Trumbull,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Morgan,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Angelina,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Nez Perce,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Winkler,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Houston,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hudspeth,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Manistee,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Halifax,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Goshen,Wyoming,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Malheur,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fallon,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Newton,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Iron,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cedar,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Panola,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Floyd,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Baldwin,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Smith,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Eddy,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bollinger,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Williams,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Reagan,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Grayson,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hutchinson,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Harrison,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Walker,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Gallia,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mora,New Mexico,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Alexander,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shannon,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ray,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Linn,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Haskell,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shasta,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Oconee,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jeff Davis,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shasta,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mercer,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Noble,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Freestone,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mississippi,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Van Buren,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Howard,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tuscarawas,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ohio,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lewis,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Buffalo,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hale,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mayes,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wayne,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Audrain,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Robertson,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McMinn,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Platte,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Angelina,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Latimer,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Scott,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marion,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Menominee,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Warren,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greene,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Calhoun,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shelby,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pointe Coupee,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Essex,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ralls,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Arenac,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fentress,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stephens,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Dakota,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Mason,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Florence,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clarke,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Roanoke,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Campbell,South Dakota,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Limestone,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Caddo,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Duplin,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Polk,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clarke,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Grady,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lawrence,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tunica,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Scott,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Gibson,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Richland,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
New Madrid,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wayne,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Dallas,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Paulding,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Dallam,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Terrell,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rappahannock,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ogle,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Burleson,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Irwin,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Branch,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fleming,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Torrance,New Mexico,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rockbridge,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jackson,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Casey,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jones,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Brevard,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stanley,South Dakota,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Baldwin,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Harrison,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Edgar,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Matagorda,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mason,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Benton,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wilbarger,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bedford,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Churchill,Nevada,Republican,"58 - 60 %",3893375,1958601,Republikanie
Richland,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wetzel,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cherokee,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Choctaw,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pearl River,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Waupaca,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Colleton,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Oconee,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Huron,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Glenn,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Amador,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wheeler,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rockbridge,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mahaska,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
