"county","state","party","liczba_weteranów","liczba_gł_republikanie","liczba_gł_demokraci"
Gallatin,Montana,Republican,"5 - 10 tyś",3782770,2103446
Northumberland,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Ascension,Louisiana,Republican,"5 - 10 tyś",3782770,2103446
Vigo,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Tangipahoa,Louisiana,Republican,"5 - 10 tyś",3782770,2103446
Nassau,Florida,Democrat,"5 - 10 tyś",3782770,2103446
Armstrong,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Franklin,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Allegany,Maryland,Republican,"5 - 10 tyś",3782770,2103446
Christian,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Klamath,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Missoula,Montana,Republican,"5 - 10 tyś",3782770,2103446
Crawford,Arkansas,Democrat,"5 - 10 tyś",3782770,2103446
Lenawee,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Otsego,New York,Democrat,"5 - 10 tyś",3782770,2103446
Black Hawk,Iowa,Republican,"5 - 10 tyś",3782770,2103446
Miami,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Kendall,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Wayne,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Mendocino,California,Democrat,"5 - 10 tyś",3782770,2103446
Henderson,Texas,Republican,"5 - 10 tyś",3782770,2103446
Hawkins,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Mendocino,California,Republican,"5 - 10 tyś",3782770,2103446
Carroll,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Lawrence,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Chatham,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Saint Lawrence,New York,Republican,"5 - 10 tyś",3782770,2103446
Grays Harbor,Washington,Democrat,"5 - 10 tyś",3782770,2103446
Hunterdon,New Jersey,Democrat,"5 - 10 tyś",3782770,2103446
Potter,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Cleveland,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Macon,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Bowie,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Pittsylvania,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Washington,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Grand Traverse,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Bullitt,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Kankakee,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Roane,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Sussex,New Jersey,Republican,"5 - 10 tyś",3782770,2103446
Oswego,New York,Democrat,"5 - 10 tyś",3782770,2103446
Camden,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Carteret,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Greene,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Carter,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Camden,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Columbia,New York,Democrat,"5 - 10 tyś",3782770,2103446
Adams,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Pulaski,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Allen,Ohio,Republican,"5 - 10 tyś",3782770,2103446
LaSalle,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Lauderdale,Mississippi,Democrat,"5 - 10 tyś",3782770,2103446
Oswego,New York,Republican,"5 - 10 tyś",3782770,2103446
Erie,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Midland,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Frederick,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Hawkins,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Roane,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Grant,Washington,Republican,"5 - 10 tyś",3782770,2103446
Johnson,Iowa,Democrat,"5 - 10 tyś",3782770,2103446
Tom Green,Texas,Republican,"5 - 10 tyś",3782770,2103446
Forrest,Mississippi,Democrat,"5 - 10 tyś",3782770,2103446
Clarke,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Gila,Arizona,Republican,"5 - 10 tyś",3782770,2103446
Worcester,Maryland,Democrat,"5 - 10 tyś",3782770,2103446
Madera,California,Republican,"5 - 10 tyś",3782770,2103446
Lynchburg,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Otero,New Mexico,Democrat,"5 - 10 tyś",3782770,2103446
Spalding,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Eaton,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Carteret,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Newton,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Lonoke,Arkansas,Republican,"5 - 10 tyś",3782770,2103446
Boone,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Nash,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Columbia,Florida,Democrat,"5 - 10 tyś",3782770,2103446
Bonneville,Idaho,Republican,"5 - 10 tyś",3782770,2103446
Wayne,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Klamath,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Crawford,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Indiana,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Benton,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Nash,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Whiteside,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Venango,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Columbia,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Baxter,Arkansas,Democrat,"5 - 10 tyś",3782770,2103446
Cabell,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Washington,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Walker,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Marshall,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
San Patricio,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Steuben,New York,Democrat,"5 - 10 tyś",3782770,2103446
Elmore,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Herkimer,New York,Republican,"5 - 10 tyś",3782770,2103446
Madison,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Walker,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Coffee,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Adams,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Black Hawk,Iowa,Democrat,"5 - 10 tyś",3782770,2103446
Walla Walla,Washington,Democrat,"5 - 10 tyś",3782770,2103446
Lyon,Nevada,Democrat,"5 - 10 tyś",3782770,2103446
Allegan,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Floyd,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Ross,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Marion,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Benton,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Eau Claire,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Calvert,Maryland,Democrat,"5 - 10 tyś",3782770,2103446
Orange,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Jefferson,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Navajo,Arizona,Republican,"5 - 10 tyś",3782770,2103446
Bradford,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Lincoln,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Wilson,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
LaSalle,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Canadian,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
Ozaukee,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Cape May,New Jersey,Democrat,"5 - 10 tyś",3782770,2103446
Otsego,New York,Republican,"5 - 10 tyś",3782770,2103446
Williamson,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Roanoke,Virginia,Republican,"5 - 10 tyś",3782770,2103446
St. Francois,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Hunt,Texas,Republican,"5 - 10 tyś",3782770,2103446
Monroe,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Glynn,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Burke,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Lewis and Clark,Montana,Democrat,"5 - 10 tyś",3782770,2103446
James City,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Hunt,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Hancock,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Livingston,Louisiana,Democrat,"5 - 10 tyś",3782770,2103446
Flathead,Montana,Democrat,"5 - 10 tyś",3782770,2103446
Webb,Texas,Republican,"5 - 10 tyś",3782770,2103446
Platte,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Williamson,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Indiana,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Caldwell,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Allegany,Maryland,Democrat,"5 - 10 tyś",3782770,2103446
Polk,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Chippewa,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Lawrence,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Vermilion,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Chippewa,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Umatilla,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Marshall,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Platte,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Lonoke,Arkansas,Democrat,"5 - 10 tyś",3782770,2103446
Tehama,California,Democrat,"5 - 10 tyś",3782770,2103446
Orange,Texas,Republican,"5 - 10 tyś",3782770,2103446
Washington,New York,Democrat,"5 - 10 tyś",3782770,2103446
Salem,New Jersey,Republican,"5 - 10 tyś",3782770,2103446
Wagoner,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
Cullman,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
York,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Rutherford,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Wood,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Valencia,New Mexico,Democrat,"5 - 10 tyś",3782770,2103446
Clearfield,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Mercer,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
Muskogee,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
Wilson,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Terrebonne,Louisiana,Democrat,"5 - 10 tyś",3782770,2103446
Creek,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
San Juan,New Mexico,Republican,"5 - 10 tyś",3782770,2103446
Sutter,California,Republican,"5 - 10 tyś",3782770,2103446
Sheboygan,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Salem,New Jersey,Democrat,"5 - 10 tyś",3782770,2103446
Eau Claire,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Ellis,Texas,Democrat,"5 - 10 tyś",3782770,2103446
St. Clair,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Lewis,Washington,Republican,"5 - 10 tyś",3782770,2103446
Georgetown,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Potter,Texas,Republican,"5 - 10 tyś",3782770,2103446
Nassau,Florida,Republican,"5 - 10 tyś",3782770,2103446
Putnam,New York,Democrat,"5 - 10 tyś",3782770,2103446
Cass,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Imperial,California,Republican,"5 - 10 tyś",3782770,2103446
Washington,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Kendall,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Cumberland,New Jersey,Republican,"5 - 10 tyś",3782770,2103446
Garfield,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Carbon,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Wood,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
Hunterdon,New Jersey,Republican,"5 - 10 tyś",3782770,2103446
Lake,California,Democrat,"5 - 10 tyś",3782770,2103446
Dale,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Carbon,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Georgetown,South Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Navajo,Arizona,Democrat,"5 - 10 tyś",3782770,2103446
Boone,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Ashtabula,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Cecil,Maryland,Democrat,"5 - 10 tyś",3782770,2103446
Curry,New Mexico,Republican,"5 - 10 tyś",3782770,2103446
Hood,Texas,Republican,"5 - 10 tyś",3782770,2103446
Greene,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Taney,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Jasper,Missouri,Republican,"5 - 10 tyś",3782770,2103446
San Juan,New Mexico,Democrat,"5 - 10 tyś",3782770,2103446
Sullivan,New York,Republican,"5 - 10 tyś",3782770,2103446
Victoria,Texas,Republican,"5 - 10 tyś",3782770,2103446
Lincoln,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Cumberland,New Jersey,Democrat,"5 - 10 tyś",3782770,2103446
Franklin,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Bullitt,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Wayne,New York,Republican,"5 - 10 tyś",3782770,2103446
Clark,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Gregg,Texas,Republican,"5 - 10 tyś",3782770,2103446
Houston,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Fauquier,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Wayne,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Lowndes,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Florence,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Madison,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Houston,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Van Buren,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Adams,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Daviess,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Cumberland,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Allegan,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Marion,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
Clark,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Florence,South Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Wood,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Gila,Arizona,Democrat,"5 - 10 tyś",3782770,2103446
Centre,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Tipton,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Johnson,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Grant,Washington,Democrat,"5 - 10 tyś",3782770,2103446
Lincoln,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Kaufman,Texas,Republican,"5 - 10 tyś",3782770,2103446
Cattaraugus,New York,Republican,"5 - 10 tyś",3782770,2103446
Augusta,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Saint Lawrence,New York,Democrat,"5 - 10 tyś",3782770,2103446
Lake,California,Republican,"5 - 10 tyś",3782770,2103446
Johnson,Iowa,Republican,"5 - 10 tyś",3782770,2103446
Chatham,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Anderson,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Chelan,Washington,Republican,"5 - 10 tyś",3782770,2103446
Missoula,Montana,Democrat,"5 - 10 tyś",3782770,2103446
Crawford,Arkansas,Republican,"5 - 10 tyś",3782770,2103446
Randall,Texas,Republican,"5 - 10 tyś",3782770,2103446
Miami,Ohio,Republican,"5 - 10 tyś",3782770,2103446
St. Francois,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Lyon,Nevada,Republican,"5 - 10 tyś",3782770,2103446
St. Croix,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Cole,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Ontario,New York,Democrat,"5 - 10 tyś",3782770,2103446
Cape May,New Jersey,Republican,"5 - 10 tyś",3782770,2103446
Boone,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Kershaw,South Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Chelan,Washington,Democrat,"5 - 10 tyś",3782770,2103446
Pittsylvania,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Madison,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Loudon,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Coryell,Texas,Republican,"5 - 10 tyś",3782770,2103446
Faulkner,Arkansas,Republican,"5 - 10 tyś",3782770,2103446
Fond du Lac,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Jackson,Florida,Democrat,"5 - 10 tyś",3782770,2103446
Cecil,Maryland,Republican,"5 - 10 tyś",3782770,2103446
Clarke,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Walworth,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Lynchburg,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Manitowoc,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Tuscarawas,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Wilson,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Orange,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Lawrence,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Yuba,California,Democrat,"5 - 10 tyś",3782770,2103446
White,Arkansas,Republican,"5 - 10 tyś",3782770,2103446
Limestone,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Raleigh,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Pottawattamie,Iowa,Democrat,"5 - 10 tyś",3782770,2103446
Ellis,Texas,Republican,"5 - 10 tyś",3782770,2103446
Lauderdale,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Bannock,Idaho,Democrat,"5 - 10 tyś",3782770,2103446
Morgan,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Fond du Lac,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Nye,Nevada,Democrat,"5 - 10 tyś",3782770,2103446
St. Clair,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Pike,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Rankin,Mississippi,Democrat,"5 - 10 tyś",3782770,2103446
Ontario,New York,Republican,"5 - 10 tyś",3782770,2103446
Tangipahoa,Louisiana,Democrat,"5 - 10 tyś",3782770,2103446
Augusta,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Marion,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Cole,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Twin Falls,Idaho,Republican,"5 - 10 tyś",3782770,2103446
Walker,Texas,Republican,"5 - 10 tyś",3782770,2103446
Haywood,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Marathon,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Bartholomew,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Christian,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Talladega,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Jefferson,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Van Buren,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Polk,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Coos,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Grays Harbor,Washington,Republican,"5 - 10 tyś",3782770,2103446
Anderson,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Vigo,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Hancock,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Warren,New Jersey,Republican,"5 - 10 tyś",3782770,2103446
Sutter,California,Democrat,"5 - 10 tyś",3782770,2103446
Robeson,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Somerset,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Grant,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Autauga,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Dale,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Hancock,Indiana,Republican,"5 - 10 tyś",3782770,2103446
San Patricio,Texas,Republican,"5 - 10 tyś",3782770,2103446
Christian,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Hanover,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Yamhill,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Sheboygan,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Mason,Washington,Republican,"5 - 10 tyś",3782770,2103446
Dodge,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Lowndes,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Lenawee,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Lancaster,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Floyd,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Lowndes,Mississippi,Republican,"5 - 10 tyś",3782770,2103446
Pulaski,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Tuolumne,California,Republican,"5 - 10 tyś",3782770,2103446
Howard,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Russell,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Henderson,Texas,Democrat,"5 - 10 tyś",3782770,2103446
St. Croix,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Walla Walla,Washington,Republican,"5 - 10 tyś",3782770,2103446
DeKalb,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Warren,New York,Democrat,"5 - 10 tyś",3782770,2103446
Forrest,Mississippi,Republican,"5 - 10 tyś",3782770,2103446
Sussex,New Jersey,Democrat,"5 - 10 tyś",3782770,2103446
Monroe,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Pickens,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Carson City,Nevada,Democrat,"5 - 10 tyś",3782770,2103446
Floyd,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Washington,New York,Republican,"5 - 10 tyś",3782770,2103446
Washington,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
LaPorte,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Bannock,Idaho,Republican,"5 - 10 tyś",3782770,2103446
Bowie,Texas,Republican,"5 - 10 tyś",3782770,2103446
Cape Girardeau,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Bonneville,Idaho,Democrat,"5 - 10 tyś",3782770,2103446
Coos,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Caldwell,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Liberty,Texas,Republican,"5 - 10 tyś",3782770,2103446
Terrebonne,Louisiana,Republican,"5 - 10 tyś",3782770,2103446
Cleveland,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Armstrong,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Chemung,New York,Republican,"5 - 10 tyś",3782770,2103446
Pottawatomie,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Brazos,Texas,Republican,"5 - 10 tyś",3782770,2103446
Glynn,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Orange,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Tuscarawas,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Columbia,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Imperial,California,Democrat,"5 - 10 tyś",3782770,2103446
Warren,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Lawrence,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Walker,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Muskingum,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Roanoke City,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Calaveras,California,Democrat,"5 - 10 tyś",3782770,2103446
Wood,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Boone,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Geauga,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Cayuga,New York,Republican,"5 - 10 tyś",3782770,2103446
Rockdale,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Limestone,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Walton,Florida,Republican,"5 - 10 tyś",3782770,2103446
Marquette,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Muskingum,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Lowndes,Mississippi,Democrat,"5 - 10 tyś",3782770,2103446
Wayne,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Jasper,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Hamblen,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Wagoner,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Columbia,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Ector,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Kankakee,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Whitfield,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Elmore,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Napa,California,Republican,"5 - 10 tyś",3782770,2103446
Wicomico,Maryland,Republican,"5 - 10 tyś",3782770,2103446
Walker,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Sevier,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Belmont,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Stevens,Washington,Republican,"5 - 10 tyś",3782770,2103446
Pottawatomie,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
Rockingham,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Morgan,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Wicomico,Maryland,Democrat,"5 - 10 tyś",3782770,2103446
Madison,New York,Republican,"5 - 10 tyś",3782770,2103446
Dougherty,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Scioto,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Bedford,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Lewis and Clark,Montana,Republican,"5 - 10 tyś",3782770,2103446
Bay,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Hancock,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Randall,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Vernon,Louisiana,Democrat,"5 - 10 tyś",3782770,2103446
Webb,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Hamblen,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Pitt,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Morgan,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Oconee,South Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Columbia,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Cabell,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
Cumberland,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Lee,Mississippi,Democrat,"5 - 10 tyś",3782770,2103446
